#Person location Sublocation StartTime EndTime Type
10002 1 3 2230500 2231400 2
10002 972 1 2231400 2232300 4
10002 972 2 2232300 2232600 5
10002 1 2 2232600 2322600 3
10002 1 1 2322600 2323200 2
10002 1 3 2323200 2324100 2
10002 9910002 1 2324100 2366400 1
10002 1 1 2366400 2367000 2
10002 1 3 2367000 2367900 2
10002 972 1 2367900 2368800 4
10002 972 2 2368800 2369100 5
10002 973 1 2369100 2370000 4
10002 973 2 2370000 2370300 5
10002 1 2 2370300 2460300 3
10002 1 1 2460300 2460900 2
10002 1 3 2460900 2461800 2
10002 9910002 1 2461800 2504100 1
10002 1 1 2504100 2504700 2
10002 1 3 2504700 2505600 2
10002 972 1 2505600 2506500 4
10002 972 2 2506500 2506800 5
10002 973 1 2506800 2507700 4
10002 973 2 2507700 2508000 5
10002 1 2 2508000 2598000 3
10002 1 1 2598000 2598600 2
10002 1 3 2598600 2599500 2
10003 9910003 1 0 22500 1
10003 1 1 22500 23100 2
10003 1 3 23100 24000 2
10003 975 1 24000 24900 4
10003 975 2 24900 25200 5
10003 974 1 25200 26100 4
10003 974 2 26100 26400 5
10003 974 1 26400 27300 4
10003 974 2 27300 27600 5
10003 975 1 27600 28500 4
10003 975 2 28500 28800 5
10003 974 1 28800 29700 4
10003 974 2 29700 30000 5
10003 975 1 30000 30900 4
10003 975 2 30900 31200 5
10003 975 1 31200 32100 4
10003 975 2 32100 32400 5
10003 975 1 32400 33300 4
10003 975 2 33300 33600 5
10003 1 2 33600 123600 3
10003 1 1 123600 124200 2
10003 1 3 124200 125100 2
10003 9910003 1 125100 167400 1
10003 1 1 167400 168000 2
10003 1 3 168000 168900 2
10003 975 1 168900 169800 4
10003 975 2 169800 170100 5
10003 90400 1 170100 170700 6
10003 975 1 170700 171600 4
10003 975 2 171600 171900 5
10003 975 1 171900 172800 4
10003 975 2 172800 173100 5
10003 975 1 173100 174000 4
10003 975 2 174000 174300 5
10003 1 2 174300 264300 3
10003 1 1 264300 264900 2
10003 1 3 264900 265800 2
10003 9910003 1 265800 308100 1
10003 1 1 308100 308700 2
10003 1 3 308700 309600 2
10003 974 1 309600 310500 4
10003 974 2 310500 310800 5
10003 975 1 310800 311700 4
10003 975 2 311700 312000 5
10003 975 1 312000 312900 4
10003 975 2 312900 313200 5
10003 90400 1 313200 313800 6
10003 975 1 313800 314700 4
10003 975 2 314700 315000 5
10003 1 2 315000 405000 3
10003 1 1 405000 405600 2
10003 1 3 405600 406500 2
10003 9910003 1 406500 448800 1
10003 1 1 448800 449400 2
10003 1 3 449400 450300 2
10003 974 1 450300 451200 4
10003 974 2 451200 451500 5
10003 974 1 451500 452400 4
10003 974 2 452400 452700 5
10003 1 2 452700 542700 3
10003 1 1 542700 543300 2
10003 1 3 543300 544200 2
10003 9910003 1 544200 586500 1
10003 1 1 586500 587100 2
10003 1 3 587100 588000 2
10003 975 1 588000 588900 4
10003 975 2 588900 589200 5
10003 974 1 589200 590100 4
10003 974 2 590100 590400 5
10003 975 1 590400 591300 4
10003 975 2 591300 591600 5
10003 1 2 591600 681600 3
10003 1 1 681600 682200 2
10003 1 3 682200 683100 2
10003 9910003 1 683100 725400 1
10003 1 1 725400 726000 2
10003 1 3 726000 726900 2
10003 975 1 726900 727800 4
10003 975 2 727800 728100 5
10003 1 2 728100 818100 3
10003 1 1 818100 818700 2
10003 1 3 818700 819600 2
10003 9910003 1 819600 861900 1
10003 1 1 861900 862500 2
10003 1 3 862500 863400 2
10003 974 1 863400 864300 4
10003 974 2 864300 864600 5
10003 974 1 864600 865500 4
10003 974 2 865500 865800 5
10003 90400 1 865800 866400 6
10003 974 1 866400 867300 4
10003 974 2 867300 867600 5
10003 975 1 867600 868500 4
10003 975 2 868500 868800 5
10003 1 2 868800 958800 3
10003 1 1 958800 959400 2
10003 1 3 959400 960300 2
10003 9910003 1 960300 1002600 1
10003 1 1 1002600 1003200 2
10003 1 3 1003200 1004100 2
10003 974 1 1004100 1005000 4
10003 974 2 1005000 1005300 5
10003 974 1 1005300 1006200 4
10003 974 2 1006200 1006500 5
10003 90400 1 1006500 1007100 6
10003 974 1 1007100 1008000 4
10003 974 2 1008000 1008300 5
10003 1 2 1008300 1098300 3
10003 1 1 1098300 1098900 2
10003 1 3 1098900 1099800 2
10003 9910003 1 1099800 1142100 1
10003 1 1 1142100 1142700 2
10003 1 3 1142700 1143600 2
10003 974 1 1143600 1144500 4
10003 974 2 1144500 1144800 5
10003 975 1 1144800 1145700 4
10003 975 2 1145700 1146000 5
10003 974 1 1146000 1146900 4
10003 974 2 1146900 1147200 5
10003 975 1 1147200 1148100 4
10003 975 2 1148100 1148400 5
10003 974 1 1148400 1149300 4
10003 974 2 1149300 1149600 5
10003 1 2 1149600 1239600 3
10003 1 1 1239600 1240200 2
10003 1 3 1240200 1241100 2
10003 9910003 1 1241100 1283400 1
10003 1 1 1283400 1284000 2
10003 1 3 1284000 1284900 2
10003 974 1 1284900 1285800 4
10003 974 2 1285800 1286100 5
10003 1 2 1286100 1376100 3
10003 1 1 1376100 1376700 2
10003 1 3 1376700 1377600 2
10003 9910003 1 1377600 1419900 1
10003 1 1 1419900 1420500 2
10003 1 3 1420500 1421400 2
10003 974 1 1421400 1422300 4
10003 974 2 1422300 1422600 5
10003 975 1 1422600 1423500 4
10003 975 2 1423500 1423800 5
10003 1 2 1423800 1513800 3
10003 1 1 1513800 1514400 2
10003 1 3 1514400 1515300 2
10003 9910003 1 1515300 1557600 1
10003 1 1 1557600 1558200 2
10003 1 3 1558200 1559100 2
10003 975 1 1559100 1560000 4
10003 975 2 1560000 1560300 5
10003 1 2 1560300 1650300 3
10003 1 1 1650300 1650900 2
10003 1 3 1650900 1651800 2
10003 9910003 1 1651800 1694100 1
10003 1 1 1694100 1694700 2
10003 1 3 1694700 1695600 2
10003 974 1 1695600 1696500 4
10003 974 2 1696500 1696800 5
10003 975 1 1696800 1697700 4
10003 975 2 1697700 1698000 5
10003 975 1 1698000 1698900 4
10003 975 2 1698900 1699200 5
10003 1 2 1699200 1789200 3
10003 1 1 1789200 1789800 2
10003 1 3 1789800 1790700 2
10003 9910003 1 1790700 1833000 1
10003 1 1 1833000 1833600 2
10003 1 3 1833600 1834500 2
10003 974 1 1834500 1835400 4
10003 974 2 1835400 1835700 5
10003 974 1 1835700 1836600 4
10003 974 2 1836600 1836900 5
10003 974 1 1836900 1837800 4
10003 974 2 1837800 1838100 5
10003 1 2 1838100 1928100 3
10003 1 1 1928100 1928700 2
10003 1 3 1928700 1929600 2
10003 9910003 1 1929600 1971900 1
10003 1 1 1971900 1972500 2
10003 1 3 1972500 1973400 2
10003 975 1 1973400 1974300 4
10003 975 2 1974300 1974600 5
10003 974 1 1974600 1975500 4
10003 974 2 1975500 1975800 5
10003 974 1 1975800 1976700 4
10003 974 2 1976700 1977000 5
10003 1 2 1977000 2067000 3
10003 1 1 2067000 2067600 2
10003 1 3 2067600 2068500 2
10003 9910003 1 2068500 2110800 1
10003 1 1 2110800 2111400 2
10003 1 3 2111400 2112300 2
10003 974 1 2112300 2113200 4
10003 974 2 2113200 2113500 5
10003 974 1 2113500 2114400 4
10003 974 2 2114400 2114700 5
10003 975 1 2114700 2115600 4
10003 975 2 2115600 2115900 5
10003 1 2 2115900 2205900 3
10003 1 1 2205900 2206500 2
10003 1 3 2206500 2207400 2
10003 9910003 1 2207400 2249700 1
10003 1 1 2249700 2250300 2
10003 1 3 2250300 2251200 2
10003 974 1 2251200 2252100 4
10003 974 2 2252100 2252400 5
10003 1 2 2252400 2342400 3
10003 1 1 2342400 2343000 2
10003 1 3 2343000 2343900 2
10003 9910003 1 2343900 2386200 1
10003 1 1 2386200 2386800 2
10003 1 3 2386800 2387700 2
10003 974 1 2387700 2388600 4
10003 974 2 2388600 2388900 5
10003 974 1 2388900 2389800 4
10003 974 2 2389800 2390100 5
10003 1 2 2390100 2480100 3
10003 1 1 2480100 2480700 2
10003 1 3 2480700 2481600 2
10003 9910003 1 2481600 2523900 1
10003 1 1 2523900 2524500 2
10003 1 3 2524500 2525400 2
10003 974 1 2525400 2526300 4
10003 974 2 2526300 2526600 5
10003 975 1 2526600 2527500 4
10003 975 2 2527500 2527800 5
10003 974 1 2527800 2528700 4
10003 974 2 2528700 2529000 5
10003 1 2 2529000 2619000 3
10003 1 1 2619000 2619600 2
10003 1 3 2619600 2620500 2
10004 9910004 1 0 22500 1
10004 1 1 22500 23100 2
10004 1 3 23100 24000 2
10004 977 1 24000 24900 4
10004 977 2 24900 25200 5
10004 1 2 25200 115200 3
10004 1 1 115200 115800 2
10004 1 3 115800 116700 2
10004 9910004 1 116700 159000 1
10004 1 1 159000 159600 2
10004 1 3 159600 160500 2
10004 976 1 160500 161400 4
10004 976 2 161400 161700 5
10004 976 1 161700 162600 4
10004 976 2 162600 162900 5
10004 1 2 162900 252900 3
10004 1 1 252900 253500 2
10004 1 3 253500 254400 2
10004 9910004 1 254400 296700 1
10004 1 1 296700 297300 2
10004 1 3 297300 298200 2
10004 977 1 298200 299100 4
10004 977 2 299100 299400 5
10004 977 1 299400 300300 4
10004 977 2 300300 300600 5
